tag,stemtag,survey.ID,year,month,day,biannual,intraannual,sp,quadrat,lx,ly,measure,codes,notes,status,field.recorders,data.enter,stemID,treeID,dendDiam,dbh,new.band,dendroID,type,dir,dendHt,crown.condition,crown.illum,lianas,measureID,dbh2,DOY
32126,1,2016.15,2016,11,10,1,1,litu,321,9.6,5,163.73,,Replace: window too large for calipers; band adjusted,alive,"Kate Aldrich, Sally Bowers",Tori Meakem,4355,4355,NA,995.5,1,699,2,NA,1.48,NA,NA,NA,NA,1018.2907451107416,315
32126,1,2017.01,2017,4,18,1,1,litu,321,9.6,5,165.4,,Replace band,alive,"Erika Gonzalez-Akre, Joe Kolowski",Caroline Kittle,4355,4355,NA,995.5,0,699,2,NA,1.48,4,4,NA,NA,1018.8291349633804,108
32126,1,2017.02,2017,5,18,1,1,litu,321,9.6,5,24.65,,band replaced 4/21/2017,alive,Victoria Meakem,Victoria Meakem,4355,4355,NA,995.5,1,753,2,NA,1.48,NA,NA,NA,NA,1019.4577120842226,138
32126,1,2017.03,2017,6,2,1,1,litu,321,9.6,5,26.81,,,alive,Ryan Helcoski,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1020.1454645501641,153
32126,1,2017.04,2017,6,21,1,1,litu,321,9.6,5,30.27,,,alive,Abigail Ferson,Abigail Ferson,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1021.2472712293488,172
32126,1,2017.05,2017,6,30,1,1,litu,321,9.6,5,31.22,,,alive,Abigail Ferson,Abigail Ferson,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1021.5498135539594,181
32126,1,2017.06,2017,7,13,1,1,litu,321,9.6,5,33.41,,,alive,Ryan Helcoski,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1022.2472632750432,194
32126,1,2017.07,2017,7,31,1,1,litu,321,9.6,5,37.2,,,alive,Ryan Helcoski,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1023.4543801084726,212
32126,1,2017.09,2017,8,17,1,1,litu,321,9.6,5,39.3,,,alive,Ryan Helcoski,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1024.1232750223564,229
32126,1,2017.1,2017,9,11,1,1,litu,321,9.6,5,41,,,alive,Ryan Helcoski,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1024.664827724833,254
32126,1,2017.11,2017,9,21,1,1,litu,321,9.6,5,40.97,,,alive,Ryan Helcoski,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1024.6552669230323,264
32126,1,2017.12,2017,11,14,1,1,litu,321,9.6,5,42.08,,,alive,"Lauren Bowman, Mario Morales",Mario Morales,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1025.0088673133534,318
32126,1,2018.01,2018,3,8,1,1,litu,321,9.6,5,42.47,,,alive,Ryan Helcoski,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1025.1331230152439,67
32126,1,2018.02,2018,4,6,1,1,litu,321,9.6,5,41.74,,,alive,Ryan Helcoski,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1024.9005799535355,96
32126,1,2018.03,2018,4,26,1,1,litu,321,9.6,5,41.44,,,alive,Tim McNeil,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1024.8050036727566,116
32126,1,2018.04,2018,5,15,1,1,litu,321,9.6,5,41.23,,,alive,Ryan Helcoski,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1024.7381044874949,135
32126,1,2018.05,2018,5,29,1,1,litu,321,9.6,5,43.27,,,alive,Ryan Helcoski,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1025.3880036608703,149
32126,1,2018.06,2018,6,14,1,1,litu,321,9.6,5,46.94,,,alive,Maya Prestipino,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1026.5573136689986,165
32126,1,2018.07,2018,6,29,1,1,litu,321,9.6,5,50.17,,,alive,Maya Prestipino,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1027.5865926803392,180
32126,1,2018.08,2018,7,12,1,1,litu,321,9.6,5,51.75,,,alive,Maya Prestipino,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1028.0901191321223,193
32126,1,2018.09,2018,7,26,1,1,litu,321,9.6,5,52.31,,,alive,Mario Morales,Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1028.268617427624,207
32126,1,2018.1,2018,8,9,1,1,litu,321,9.6,5,59.93,,,alive,"Sofia Altamirano, Eliana Garcia (UCSB), Ryan Helcoski",Ryan Helcoski,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1030.6977259535115,221
32126,1,2018.11,2018,8,23,1,1,litu,321,9.6,5,62.82,,,alive,Ian McGregor,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1031.6192666891368,235
32126,1,2018.12,2018,9,28,1,1,litu,321,9.6,5,65.04,,,alive,Ian McGregor,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1032.327221876945,271
32126,1,2018.13,2018,10,18,1,1,litu,321,9.6,5,64.82,,,alive,Ian McGregor,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1032.2570557548597,291
32126,1,2018.14,2018,11,8,1,1,litu,321,9.6,5,65,,,alive,"Abigail Ferson, Caroline Kittle",Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,4,5,NA,NA,1032.3144433304699,312
32126,1,2019.01,2019,3,28,1,1,litu,321,9.6,5,65.61,,,alive,"Rebecca Banbury Morgan, Ian McGregor",Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1032.5090150491158,87
32126,1,2019.02,2019,4,11,1,1,litu,321,9.6,5,65.33,,,alive,Rebecca Banbury Morgan,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1032.4197283775245,101
32126,1,2019.03,2019,4,25,1,1,litu,321,9.6,5,65.66,,,alive,Alyssa Terrell,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1032.5250064347888,115
32126,1,2019.05,2019,5,22,1,1,litu,321,9.6,5,65.58,, ,alive,Rebecca Banbury Morgan,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1032.4994646054768,142
32126,1,2019.06,2019,6,4,1,1,litu,321,9.6,5,67.88,,,alive,Ian McGregor,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1033.233066183714,155
32126,1,2019.07,2019,6,20,1,1,litu,321,9.6,5,70.21,,,alive,Ian McGregor,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1033.9763765226983,171
32126,1,2019.08,2019,7,11,1,1,litu,321,9.6,5,74.05,,,alive,Ian McGregor,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1035.2016190247607,192
32126,1,2019.09,2019,7,25,1,1,litu,321,9.6,5,77.45,,,alive,Ian McGregor,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1036.2867634960683,206
32126,1,2019.1,2019,8,8,1,1,litu,321,9.6,5,79.26,,,alive,Ian McGregor,Ian McGregor,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1036.864540042971,220
32126,1,2019.11,2019,8,22,1,1,litu,321,9.6,5,80.03,,,alive,Alyssa Terrell,Alyssa Terrell,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1037.1103534960346,234
32126,1,2019.12,2019,9,5,1,1,litu,321,9.6,5,79.89,,,alive,Alyssa Terrell,Alyssa Terrell,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1037.0656614070683,248
32126,1,2019.13,2019,10,2,1,1,litu,321,9.6,5,78.61,,,alive,Alyssa Terrell,Alyssa Terrell,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1036.6570548369648,275
32126,1,2019.14,2019,10,17,1,1,litu,321,9.6,5,78.66,,,alive,Alyssa Terrell,Alyssa Terrell,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1036.6729893100185,290
32126,1,2019.15,2019,11,6,1,1,litu,321,9.6,5,81.47,,,alive,"Helen Bontrager, Zoi Paraskevopoulou",Alyssa Terrell,4355,4355,NA,995.5,0,753,2,NA,1.48,NA,NA,NA,NA,1037.5700543072699,310
52190,1,2011.01,2011,1,15,1,1,quru,522,16.4,3.4,57.65,,,alive,Jenny McGarvey,JM/LL/CK/LB,6741,6741,NA,932.1,0,43,2,NA,1.45,3,4,NA,NA,932.1,15
52190,1,2011.02,2011,5,9,1,1,quru,522,16.4,3.4,63.83,,,alive,TK/CJ/LL,TK/CJ/LL,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,934.0712807370015,129
52190,1,2011.03,2011,5,13,1,1,quru,522,16.4,3.4,63.1,,,alive,LL/TK,LL/TK,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,933.8383796202723,133
52190,1,2011.04,2011,5,16,1,1,quru,522,16.4,3.4,66.99,,,alive,TB,TB,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,935.0795823742128,136
52190,1,2011.05,2011,5,24,1,1,quru,522,16.4,3.4,68.77,,,alive,JM/SM,JM/SM,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,935.6476530946185,144
52190,1,2011.06,2011,6,6,1,1,quru,522,16.4,3.4,71.26,,,alive,LL/KS,LL/KS,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,936.4424312460644,157
52190,1,2011.07,2011,6,13,1,1,quru,522,16.4,3.4,73.63,,,alive,LL/MC,LL/MC,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,937.1990785231602,164
52190,1,2011.08,2011,6,20,1,1,quru,522,16.4,3.4,73.74,,,alive,NA,NA,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,937.2341946845512,171
52190,1,2011.09,2011,6,27,1,1,quru,522,16.4,3.4,75.33,,,alive,NA,NA,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,937.7418780356088,178
52190,1,2011.1,2011,7,5,1,1,quru,522,16.4,3.4,75.4,,,alive,MC/LL,MC/LL,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,937.7642504668246,186
52190,1,2011.11,2011,7,11,1,1,quru,522,16.4,3.4,76.18,,,alive,TK/Mike C.,TK/Mike C.,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,938.0133555955185,192
52190,1,2011.12,2011,7,18,1,1,quru,522,16.4,3.4,76.29,,,alive,Mike/Lorien,Mike/Lorien,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,938.0485186535722,199
52190,1,2011.13,2011,7,25,1,1,quru,522,16.4,3.4,77.04,,,alive,Lorien,Lorien,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,938.2880519234186,206
52190,1,2011.14,2011,8,1,1,1,quru,522,16.4,3.4,77.87,,,alive,Lorien,Lorien,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,938.5531368911141,213
52190,1,2011.15,2011,8,8,1,1,quru,522,16.4,3.4,78.74,,,alive,Lorien,Lorien,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,938.8310056650156,220
52190,1,2011.16,2011,8,22,1,1,quru,522,16.4,3.4,80,,,alive,Lorien,Lorien,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,939.2334749555349,234
52190,1,2011.17,2011,9,6,1,1,quru,522,16.4,3.4,81,,,alive,Caroline/Lorien,Caroline/Lorien,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,939.5529314706604,249
52190,1,2011.18,2011,9,19,1,1,quru,522,16.4,3.4,82.12,,,alive,Caroline/Lorien,Caroline/Lorien,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,939.9107407342603,262
52190,1,2011.19,2011,10,5,1,1,quru,522,16.4,3.4,82,,,alive,Caroline/John/V,Caroline/John/V,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,939.8724056561834,278
52190,1,2011.2,2011,10,16,1,1,quru,522,16.4,3.4,83.23,,,alive,Caroline/Lorien,Caroline/Lorien,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,940.2654040476996,289
52190,1,2011.21,2011,11,1,1,1,quru,522,16.4,3.4,83.27,,,alive,Caroline/Lorien/Leah,Caroline/Lorien/Leah,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,940.278196065705,305
52190,1,2011.22,2011,11,17,1,1,quru,522,16.4,3.4,82.96,,,alive,John/Lulu/Leah,John/Lulu/Leah,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,940.1791383943779,321
52190,1,2011.23,2011,12,15,1,1,quru,522,16.4,3.4,85.68,,,alive,Jennifer McGarvey,Jennifer McGarvey,6741,6741,NA,932.1,0,43,2,NA,1.45,3,4,NA,NA,941.0483642560632,349
52190,1,2012.01,2012,3,15,1,1,quru,522,16.4,3.4,84.24,,,alive,Caroline Johnson,CJ/LC/BB,6741,6741,NA,932.1,0,43,2,NA,1.45,3,4,NA,NA,940.5881478790784,75
52190,1,2012.02,2012,4,11,1,1,quru,522,16.4,3.4,83.66,,,alive,Bettina,Bettina,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,940.402819103319,102
52190,1,2012.03,2012,4,25,1,1,quru,522,16.4,3.4,83.82,,,alive,Bettina/Caroline/Ben M.,Bettina/Caroline/Ben M.,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,940.4539415649871,116
52190,1,2012.04,2012,5,8,1,1,quru,522,16.4,3.4,84.93,,,alive,Caroline/Bettina,Caroline/Bettina,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,940.8086852994167,129
52190,1,2012.05,2012,5,22,1,1,quru,522,16.4,3.4,86.32,,,alive,"Erika, Caity, LC, CK","Erika, Caity, LC, CK",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,941.2529657045794,143
52190,1,2012.06,2012,6,5,1,1,quru,522,16.4,3.4,88.2,,,alive,"Lorien, Leah","Lorien, Leah",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,941.8538976590595,157
52190,1,2012.07,2012,6,19,1,1,quru,522,16.4,3.4,88.56,,,alive,"Erika Gonazlez, Homan, Lemman","Erika Gonazlez, Homan, Lemman",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,941.968997284468,171
52190,1,2012.08,2012,7,2,1,1,quru,522,16.4,3.4,91.11,,,alive,"Lulu, Homan, Bill's nephew","Lulu, Homan",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,942.7843297419412,184
52190,1,2012.09,2012,7,16,1,1,quru,522,16.4,3.4,91.65,,,alive,"Gonzalez, Zhang, Lemman","Gonzalez, Zhang, Lemman",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,942.9569953524706,198
52190,1,2012.1,2012,7,30,1,1,quru,522,16.4,3.4,91.87,,,alive,"Zhang, Southon, Homan","Zhang, Southon, Homan",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,943.0273580549531,212
52190,1,2012.11,2012,8,14,1,1,quru,522,16.4,3.4,94.71,,,alive,"Southon, Zhang","Southon, Zhang",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,943.9356920059213,227
52190,1,2012.12,2012,8,29,1,1,quru,522,16.4,3.4,95.35,,,alive,"LC, Zhang","LC, Zhang",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,944.1404364697557,242
52190,1,2012.13,2012,9,10,1,1,quru,522,16.4,3.4,96.29,,,alive,"Zhang, JW, Homan","Zhang, JW, Homan",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,944.4411419846167,254
52190,1,2012.14,2012,9,25,1,1,quru,522,16.4,3.4,96.13,,,alive,"Robin, Gonzalez",CH,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,944.3899405698245,269
52190,1,2012.15,2012,10,9,1,1,quru,522,16.4,3.4,96.26,,,alive,"Robin, Gonzalez, Woltz",CH,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,944.4315563201374,283
52190,1,2012.16,2012,10,23,1,1,quru,522,16.4,3.4,95.82,,,alive,"Caity, Gonzalez, Teixeira",CH,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,944.2907780499357,297
52190,1,2012.17,2012,11,26,1,1,quru,522,16.4,3.4,96.29,,,alive,"Gonzalez, Woltz",CH,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,944.4411301068203,331
52190,1,2012.18,2012,11,29,1,1,quru,522,16.4,3.4,96.88,,,alive,Erika Gonzalez,EG/CH,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,944.6299035253226,334
52190,1,2013.01,2013,3,19,1,1,quru,522,16.4,3.4,96.45,,,alive,Erika Gonzalez,Mike Belovitch,6741,6741,964,932.1,0,43,2,NA,1.45,3,4,NA,NA,944.4923283398656,78
52190,1,2013.02,2013,4,8,1,1,quru,522,16.4,3.4,95.86,,,alive,"Belovitch, Chapman","Belovitch, Chapman",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,944.3035477254016,98
52190,1,2013.03,2013,4,23,1,1,quru,522,16.4,3.4,96.23,,,alive,"Belovitch, Chapman","Belovitch, Chapman",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,944.4219481442724,113
52190,1,2013.04,2013,5,6,1,1,quru,522,16.4,3.4,99.43,,,alive,"Belovitch, Chapman","Belovitch, Chapman",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,945.4459042095343,126
52190,1,2013.05,2013,5,20,1,1,quru,522,16.4,3.4,102.42,,,alive,"Chapman, Mendenhall, Belovitch, Schoenemann, Luke, Kelsey","Chapman, Mendenhall, Belovitch, Schoenemann, Luke, Kelsey",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,946.402995758821,140
52190,1,2013.06,2013,6,3,1,1,quru,522,16.4,3.4,104.98,,,alive,"Kelsey, Ryan, Mike","Kelsey, Ryan, Mike",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,947.2227020016577,154
52190,1,2013.07,2013,6,17,1,1,quru,522,16.4,3.4,106.93,,,alive,"Ryan, Kelsey","Ryan, Kelsey",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,947.8472216547893,168
52190,1,2013.08,2013,7,1,1,1,quru,522,16.4,3.4,108.08,,,alive,"Mike, Kelsey","Mike, Kelsey",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,948.2156006227425,182
52190,1,2013.09,2013,7,15,1,1,quru,522,16.4,3.4,111.24,,,alive,"Ryan, Kelsey","Ryan, Kelsey",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,949.2280702490491,196
52190,1,2013.1,2013,7,29,1,1,quru,522,16.4,3.4,111.73,,,alive,"Mike, Kelsey","Mike, Kelsey",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,949.3851211484889,210
52190,1,2013.11,2013,8,12,1,1,quru,522,16.4,3.4,113.6,,,alive,"Ryan, Kelsey","Ryan, Kelsey",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,949.9844825211554,224
52190,1,2013.12,2013,8,26,1,1,quru,522,16.4,3.4,114.22,,,alive,"Mike, Greg","Mike, Greg",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,950.183219465952,238
52190,1,2013.13,2013,9,9,1,1,quru,522,16.4,3.4,114.89,,,alive,"Mike, Erika","Mike, Erika",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,950.3980096107259,252
52190,1,2013.14,2013,9,23,1,1,quru,522,16.4,3.4,114.66,,,alive,"Mike, Greg","Mike, Greg",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,950.3242508061049,266
52190,1,2013.15,2013,10,9,1,1,quru,522,16.4,3.4,114.81,,,alive,Mike Belovitch,Mike Belovitch,6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,950.3723535766987,282
52190,1,2013.16,2013,10,29,1,1,quru,522,16.4,3.4,114.85,,,alive,"Erika, Mike, Amy, Greg","Erika, Mike, Amy, Greg",6741,6741,NA,932.1,0,43,2,NA,1.45,NA,NA,NA,NA,950.3851665087731,302
52190,1,2014.01,2014,3,24,1,1,quru,522,16.4,3.4,114.45,,,alive,Erika Gonzalez,Valentine Herrmann,6741,6741,972,968.5,0,43,2,NA,1.45,3,4,NA,NA,968.5,83
52190,1,2014.02,2014,4,14,1,1,quru,522,16.4,3.4,114.01,,,alive,"Emily, John, Erika","Emily, John, Erika",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,968.359006777108,104
52190,1,2014.03,2014,5,1,1,1,quru,522,16.4,3.4,118.97,,,alive,"Gonzalez, Bennett","Gonzalez, Bennett",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,969.9490771974258,121
52190,1,2014.04,2014,5,13,1,1,quru,522,16.4,3.4,119.67,,,alive,"Gonzalez, Lavelle, Bowman-Lipton","Gonzalez, Lavelle, Bowman-Lipton",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,970.1735935814007,133
52190,1,2014.05,2014,5,27,1,1,quru,522,16.4,3.4,120.51,,,alive,"Gonzalez, Lavelle, Ross","Gonzalez, Lavelle, Ross",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,970.4430007747435,147
52190,1,2014.06,2014,6,10,1,1,quru,522,16.4,3.4,126.15,,,alive,"Erika Gonzalez, Amy Lewis","Erika Gonzalez, Amy Lewis",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,972.2525450429521,161
52190,1,2014.07,2014,6,23,1,1,quru,522,16.4,3.4,128.26,,,alive,"Torre Lavelle, Amy Lewis","Torre Lavelle, Amy Lewis",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,972.9298279692458,174
52190,1,2014.08,2014,7,7,1,1,quru,522,16.4,3.4,129.7,,,alive,"Torre Lavelle, Amy Lewis","Torre Lavelle, Amy Lewis",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,973.3921762351941,188
52190,1,2014.09,2014,7,21,1,1,quru,522,16.4,3.4,131.47,,,alive,"Torre Lavelle, Amy Lewis","Torre Lavelle, Amy Lewis",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,973.9605710481684,202
52190,1,2014.1,2014,8,4,1,1,quru,522,16.4,3.4,133.58,,,alive,Amy Lewis,Amy Lewis,6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,974.6383249894535,216
52190,1,2014.11,2014,8,18,1,1,quru,522,16.4,3.4,133.66,,,alive,"Amy Lewis, Anne Marie","Amy Lewis, Anne Marie",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,974.6640178686656,230
52190,1,2014.12,2014,9,2,1,1,quru,522,16.4,3.4,136.16,,,alive,"Amy Lewis, Brandon","Amy Lewis, Brandon",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,975.467317301735,245
52190,1,2014.13,2014,9,15,1,1,quru,522,16.4,3.4,135.67,,,alive,"Justin C., Amy Lewis","Justin C., Amy Lewis",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,975.3098781608451,258
52190,1,2014.14,2014,10,27,1,1,quru,522,16.4,3.4,142.33,,,alive,Justin Cooper,Maryam Sedaghatpour,6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,977.4509331183842,300
52190,1,2015.01,2015,3,26,1,1,quru,522,16.4,3.4,140,,used tape to measure window. Needs new band,alive,Kent Harlow,Kent Harlow,6741,6741,976,968.5,0,43,2,NA,1.45,3,4,NA,NA,976.7016674118964,85
52190,1,2015.02,2015,4,23,1,1,quru,522,16.4,3.4,140.59,,,alive,"Jade, Maria, Erika, Valentine","Jade, Maria, Erika, Valentine",6741,6741,NA,968.5,0,43,2,NA,1.45,NA,NA,NA,NA,976.8914074259176,113
52190,1,2015.03,2015,5,7,1,1,quru,522,16.4,3.4,7.64,,new band 04/28/2015,alive,"Erika, Maria","Erika, Maria",6741,6741,NA,968.5,1,662,2,NA,1.45,NA,NA,NA,NA,978.0730359992998,127
52190,1,2015.04,2015,5,19,1,1,quru,522,16.4,3.4,10.16,,,alive,Cheng Yin,Cheng Yin,6741,6741,NA,968.5,0,662,2,NA,1.45,NA,NA,NA,NA,978.8752073601783,139
52190,1,2015.05,2015,6,3,1,1,quru,522,16.4,3.4,13.15,,,alive,Cheng Yin,Cheng Yin,6741,6741,NA,968.5,0,662,2,NA,1.45,NA,NA,NA,NA,979.8270266088482,154
52190,1,2015.06,2015,6,16,1,1,quru,522,16.4,3.4,17.62,,,alive,"Cheng Yin, Tori, MW","Cheng Yin, Tori, MW",6741,6741,NA,968.5,0,662,2,NA,1.45,NA,NA,NA,NA,981.2500677300484,167
52190,1,2015.07,2015,7,1,1,1,quru,522,16.4,3.4,19.81,,band slightly adjusted 7/1/15,alive,"Cheng, Tori","Cheng, Tori",6741,6741,NA,968.5,0,662,2,NA,1.45,NA,NA,NA,NA,981.9472762720749,182
52190,1,2015.08,2015,7,14,1,1,quru,522,16.4,3.4,21.22,,,alive,"Cheng, Tori","Cheng, Tori",6741,6741,NA,968.5,0,662,2,NA,1.45,NA,NA,NA,NA,982.3961993845642,195
52190,1,2015.09,2015,7,28,1,1,quru,522,16.4,3.4,22.44,,,alive,"Cheng, Tori","Cheng, Tori",6741,6741,NA,968.5,0,662,2,NA,1.45,NA,NA,NA,NA,982.7846354169549,209
52190,1,2015.1,2015,8,11,1,1,quru,522,16.4,3.4,23.19,,,alive,"Cheng, Tori","Cheng, Tori",6741,6741,NA,968.5,0,662,2,NA,1.45,NA,NA,NA,NA,983.0234158427583,223
52190,1,2015.11,2015,8,25,1,1,quru,522,16.4,3.4,23.53,,,alive,"Cheng, Tori","Cheng, Tori",6741,6741,NA,968.5,0,662,2,NA,1.45,NA,NA,NA,NA,983.1316873401134,237
52190,1,2015.12,2015,9,16,1,1,quru,522,16.4,3.4,25.26,,,alive,Tori,Tori,6741,6741,NA,968.5,0,662,2,NA,1.45,NA,NA,NA,NA,983.6825498813404,259
